stop,route,location,lat,lng
BRICKMONT DR & BRICKMONT CT EB,DICKERSON ROAD,"(36.246297, -86.771281)",36.246297,-86.771281
MAIN ST & N 6TH ST WB,GALLATIN PIKE,"(36.174034, -86.762639)",36.174034,-86.762639
NOLENSVILLE PIKE & BREWER DR NB,NOLENSVILLE PK BRT LITE,"(36.053541, -86.714826)",36.053541,-86.714826
THOMPSON LN & WINGATE AVE WB,THOMPSON CONNECTOR,"(36.110077, -86.73481)",36.110077,-86.73481
LEBANON PIKE & EASTHAVEN TOWNHOMES,LEBANON PIKE,"(36.163373, -86.699707)",36.163373,-86.699707
PORTER RD & PONTOTOC AVE SB,SHELBY,"(36.187722, -86.729639)",36.187722,-86.729639
N GALLATIN PIKE & OLD DRY CREEK RD,GALLATIN PIKE,"(36.283862, -86.706819)",36.283862,-86.706819
25TH AVE & CLARKSVILLE PIKE SB,UNIVERSITY CONNECTOR,"(36.185908, -86.817295)",36.185908,-86.817295
OLD HICKORY BLVD & BELLE FOREST CR SB,BELLEVUE EXPRESS,"(36.075888, -86.921023)",36.075888,-86.921023
OLD HICKORY BLVD & EULALA DR WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.045466, -86.703281)",36.045466,-86.703281
DEMONBREUN ST & 10TH AVE WB,MUSIC CITY GREEN CIRCUIT,"(36.156178, -86.782523)",36.156178,-86.782523
GALLATIN PIKE & DELMAS AVE NB,GALLATIN PIKE,"(36.199399, -86.740719)",36.199399,-86.740719
OLD MATTHEWS RD & SILAS DR NB,GOLDEN VALLEY,"(36.21661, -86.789459)",36.21661,-86.789459
MURFREESBORO PIKE & STONES RIVER RD,SMYRNA - LA VERGNE EXPRESS,"(36.01921, -86.573521)",36.01921,-86.573521
1ST AVE S & KOREAN VETS BLVD NB,MTA SHUTTLE,"(36.158437, -86.771924)",36.158437,-86.771924
LEBANON PIKE & WEELINGTON SQ SB,LEBANON PIKE,"(36.176888, -86.645588)",36.176888,-86.645588
WHITES CREEK PIKE  MOORMAN'S ARM RD,WHITES CREEK,"(36.218387, -86.803708)",36.218387,-86.803708
ANDREW JACKSON PKWY & RACHELS SQUARE DR NB,LEBANON PIKE,"(36.201372, -86.607401)",36.201372,-86.607401
MARTIN ST & WEDGEWOOD AVE NB,100 OAKS,"(36.133837, -86.770346)",36.133837,-86.770346
MURFREESBORO PIKE & EXPRESSWAY PARK,MURFREESBORO PIKE,"(36.145988, -86.753606)",36.145988,-86.753606
MURFREESBORO PIKE & KERMIT DR WB,MURFREESBORO PIKE,"(36.122468, -86.705347)",36.122468,-86.705347
MASSMAN DR & ELM HILL PIKE SB,AIRPORT - DOWNTOWN HOTELS,"(36.14502, -86.711187)",36.14502,-86.711187
WHITE BRIDGE PIKE & POST RD NB,WEST END - WHITE BRIDGE,"(36.127898, -86.851712)",36.127898,-86.851712
WHITES CREEK PIKE & PIERPOINT DR SB,WHITES CREEK,"(36.213948, -86.800167)",36.213948,-86.800167
RIVERSIDE DR & DORCHESTER AVE NB,SHELBY,"(36.198567, -86.722943)",36.198567,-86.722943
WEST END AVE & 21ST AVE S WB,WEST END - WHITE BRIDGE,"(36.150588, -86.801129)",36.150588,-86.801129
N 14TH ST & GARTLAND AVE SB,SCOTT,"(36.179227, -86.745566)",36.179227,-86.745566
DICKERSON PIKE & HUNTERS LN SB,HICKORY HILLS,"(36.276517, -86.751942)",36.276517,-86.751942
BRANSFORD AVE & EAST IRIS DR NB,100 OAKS,"(36.116603, -86.76628)",36.116603,-86.76628
CREEKWOOD DR & PARK CREEK DR WB,DICKERSON ROAD,"(36.232673, -86.769823)",36.232673,-86.769823
CREEKWOOD & CREEKLAND CT SB,BORDEAUX,"(36.216897, -86.846225)",36.216897,-86.846225
CHARLOTTE AVE & 7TH AVE N EB,100 OAKS,"(36.164738, -86.784418)",36.164738,-86.784418
JO JOHNSTON AVE & 11TH AVE N WB,MIDTOWN,"(36.164855, -86.79211)",36.164855,-86.79211
BOYD DR & FARMVIEW DR NB,WHITES CREEK,"(36.225139, -86.826484)",36.225139,-86.826484
THOMPSON LN & EUGENIA AVE WB,THOMPSON CONNECTOR,"(36.111186, -86.754258)",36.111186,-86.754258
CHESTNUT ST & 4TH AVE S WB,MIDTOWN,"(36.145043, -86.766554)",36.145043,-86.766554
BUENA VISTA PK & KIRK AVE NB,BORDEAUX,"(36.199854, -86.82531)",36.199854,-86.82531
HARDING PIKE & WOODMONT BLVD,WEST END - BELLEVUE,"(36.123799, -86.84909)",36.123799,-86.84909
MCFERRIN AVE & SHARPE AVE NB,McFERRIN,"(36.188234, -86.754213)",36.188234,-86.754213
N 1ST ST & SPRING ST SB,WHITES CREEK,"(36.175848, -86.774565)",36.175848,-86.774565
WEST END AVE & KENNER AVE EB,WEST END - WHITE BRIDGE,"(36.125704, -86.846553)",36.125704,-86.846553
BRIARVILLE RD & LEWIS RD SB,MADISON EXPRESS,"(36.243565, -86.73655)",36.243565,-86.73655
28TH AVE & CHARLOTTE AVE SB,UNIVERSITY CONNECTOR,"(36.153539, -86.818245)",36.153539,-86.818245
CONFERENCE DR & MISSION RIDGE DR NB,RIVERGATE EXPRESS,"(36.311248, -86.697114)",36.311248,-86.697114
BRICK CHURCH PIKE & CHESAPEAK DR SB,DICKERSON ROAD,"(36.246128, -86.77931)",36.246128,-86.77931
WHITE BRIDGE PIKE & STONEWAY TRL SB,WEST END - WHITE BRIDGE,"(36.136551, -86.858142)",36.136551,-86.858142
WEDGEWOOD AVE & BRANSFORD AVE EB,100 OAKS,"(36.133255, -86.769002)",36.133255,-86.769002
JAMES ROBERTSON PKWY & 6TH AVE N WB,HERMAN,"(36.168654, -86.785174)",36.168654,-86.785174
GALLATIN PIKE & GRANADA ST NB,GALLATIN PIKE,"(36.18813, -86.746403)",36.18813,-86.746403
LEBANON PIKE & HERMITAGE RD SB,LEBANON PIKE,"(36.200433, -86.618581)",36.200433,-86.618581
WOODLAND ST & S 12TH ST WB,SCOTT,"(36.17721, -86.748576)",36.17721,-86.748576
BAPTIST WORLD CENTER DR & WEAKLEY AVE NB,WHITES CREEK,"(36.196511, -86.782523)",36.196511,-86.782523
COMMERCE ST & 5TH AVE N,TUSCULUM - McMURRAY EXPRESS,"(36.161947, -86.779281)",36.161947,-86.779281
MURFREESBORO & EXPRESSWAY PARKWAY,MURFREESBORO PIKE,"(36.145972, -86.754109)",36.145972,-86.754109
GALLATIN PIKE & LITTON AVE SB,GALLATIN PIKE,"(36.202673, -86.739089)",36.202673,-86.739089
SHERIDAN RD & HAYDEN DR EB,SHELBY,"(36.192991, -86.714408)",36.192991,-86.714408
LAFAYETTE ST & CLAIBORNE ST EB,MURFREESBORO PIKE,"(36.14842, -86.761387)",36.14842,-86.761387
DICKERSON PIKE & ALHAMBRA CIR NB,DICKERSON ROAD,"(36.219376, -86.762294)",36.219376,-86.762294
SAWYER BROWN RD & PLANTATION DR NB,WEST END - BELLEVUE,"(36.074926, -86.945975)",36.074926,-86.945975
8TH AVE S & ALLOWAY ST SB,8TH AVENUE SOUTH,"(36.137599, -86.778773)",36.137599,-86.778773
DAVIDSON STATION INBOUND,CHARLOTTE,"(36.129536, -86.902575)",36.129536,-86.902575
HILLSBORO PIKE & GRAYBAR LN SB,HILLSBORO,"(36.110034, -86.811638)",36.110034,-86.811638
SHERIDAN RD & PRESTON DR WB,SHELBY,"(36.193287, -86.717)",36.193287,-86.717
BUCHANAN ST & 10TH AVE N WB,BORDEAUX,"(36.180536, -86.802572)",36.180536,-86.802572
LISCHEY AVE & RICHARDSON AVE NB,MERIDIAN,"(36.193233, -86.763275)",36.193233,-86.763275
WEST END AVE & 25TH AVE S EB,WEST END - WHITE BRIDGE,"(36.146854, -86.808497)",36.146854,-86.808497
16TH ST & FATHERLAND ST SB,SHELBY,"(36.173467, -86.742506)",36.173467,-86.742506
BELMONT BLVD & CLAIRMONT PL NB,BELMONT,"(36.111776, -86.800132)",36.111776,-86.800132
SHELBY AVE & S 16TH ST EB,SHELBY,"(36.17044, -86.743113)",36.17044,-86.743113
SHELBY AVE & S 19TH ST EB,SHELBY,"(36.169965, -86.73746)",36.169965,-86.73746
CHARLOTTE AVE & 8TH AVE N WB,100 OAKS,"(36.164393, -86.785451)",36.164393,-86.785451
PORTER RD & RIVERSIDE DR WB,SHELBY,"(36.195344, -86.724169)",36.195344,-86.724169
COCKRILL ST & DR DB TODD JR BLVD WB,ST. CECILIA - CUMBERLAND,"(36.173766, -86.808214)",36.173766,-86.808214
EDGEHILL AVE & 12TH AVE S EB,BELMONT,"(36.142785, -86.787917)",36.142785,-86.787917
HICKORY HOLLOW PL & HICKORY HOLLOW,MURFREESBORO PIKE,"(36.052658, -86.654986)",36.052658,-86.654986
WHITES CREEK PIKE & MOORMANS ARM RD,WHITES CREEK,"(36.21818, -86.803446)",36.21818,-86.803446
CONFERENCE DR & RIVERGATE MALL SB,RIVERGATE EXPRESS,"(36.306112, -86.694097)",36.306112,-86.694097
6TH AVE N & CHURCH ST SB,WEST END - WHITE BRIDGE,"(36.162833, -86.781601)",36.162833,-86.781601
SNELL BLVD & CROWE DR EB,BORDEAUX,"(36.179264, -86.840988)",36.179264,-86.840988
WEDGEWOOD AVE & 19TH AVE S EB,UNIVERSITY CONNECTOR,"(36.137287, -86.798379)",36.137287,-86.798379
S 5TH ST & FATHERLAND ST NB,SHELBY,"(36.16974, -86.763374)",36.16974,-86.763374
OLD HICKORY BLVD & SHUTE LN SB,OLD HICKORY,"(36.232014, -86.624833)",36.232014,-86.624833
VAILVIEW DR & SPEARS RD SB,DICKERSON ROAD,"(36.239083, -86.768621)",36.239083,-86.768621
FAIN ST & LEWIS ST EB,MIDTOWN,"(36.151711, -86.758107)",36.151711,-86.758107
PEACHTREE STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.120439, -86.749889)",36.120439,-86.749889
ROSA PARKS BLVD & GARFIELD ST SB,ST. CECILIA - CUMBERLAND,"(36.180608, -86.79648)",36.180608,-86.79648
LEBANON PIKE & QUINN CR EB,LEBANON PIKE,"(36.15909, -86.704467)",36.15909,-86.704467
ROSEBANK AVE & CRESCENT HILL RD EB,SHELBY,"(36.186773, -86.724321)",36.186773,-86.724321
HWY 70 & HILLMEAD APTS WB,WEST END - BELLEVUE,"(36.080398, -86.902058)",36.080398,-86.902058
BELMONT BLVD & CLIFTON LN SB,BELMONT,"(36.114409, -86.799921)",36.114409,-86.799921
ROWAN DR & BONTEMPS DR WB,WHITES CREEK,"(36.219615, -86.815155)",36.219615,-86.815155
WEST END AVE & LAUDERDALE RD EB,WEST END - WHITE BRIDGE,"(36.130596, -86.836713)",36.130596,-86.836713
LEBANON PIKE & DONELSON PIKE WB,LEBANON PIKE,"(36.167726, -86.663188)",36.167726,-86.663188
28TH AVE & CHARLOTTE AVE NB,UNIVERSITY CONNECTOR,"(36.154102, -86.818133)",36.154102,-86.818133
S GALLATIN PIKE & BERKLEY DR NB,GALLATIN PIKE,"(36.246282, -86.721344)",36.246282,-86.721344
NASHBORO BLVD & GLEN AVE EB,ANTIOCH EXPRESS,"(36.089535, -86.63871)",36.089535,-86.63871
MURFREESBORO PIKE & ENON SPRINGS RD,MURFREESBORO RELAX & RIDE,"(35.97591, -86.512904)",35.97591,-86.512904
DICKERSON PIKE & GORDON TER SB,DICKERSON ROAD,"(36.212823, -86.764866)",36.212823,-86.764866
CLIFTON AVE & 34TH AVE N WB,HERMAN,"(36.158465, -86.827484)",36.158465,-86.827484
MURFREESBORO PIKE & SMITH SPRINGS R,MURFREESBORO PIKE,"(36.096749, -86.656697)",36.096749,-86.656697
5TH AVE & CHARLOTTE AVE NB,LEBANON PIKE,"(36.165679, -86.781727)",36.165679,-86.781727
CLARKSVILLE PIKE & 25TH AVE N EB,BORDEAUX,"(36.185639, -86.817557)",36.185639,-86.817557
CHARLOTTE AVE & 22ND AVE N EB,CHARLOTTE,"(36.156195, -86.807387)",36.156195,-86.807387
EDMONDSON PK & BREWER DR SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.065668, -86.738441)",36.065668,-86.738441
MASSMAN DR & APPLETON DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.151868, -86.706572)",36.151868,-86.706572
OLD HICKORY BLVD & SHUTE LN NB,OLD HICKORY,"(36.232174, -86.624665)",36.232174,-86.624665
METROCENTER & ATHENS WAY WB,METROCENTER,"(36.193513, -86.804433)",36.193513,-86.804433
JEFFERSON ST & 9TH AVE N EB,MUSIC CITY BLUE CIRCUIT,"(36.17293, -86.792455)",36.17293,-86.792455
12TH AVE S & SWEETBRIAR AVE NB,12TH AVENUE SOUTH,"(36.123872, -86.789755)",36.123872,-86.789755
DR DB TODD JR BLVD & HEIMAN ST SB,UNIVERSITY CONNECTOR,"(36.171507, -86.807542)",36.171507,-86.807542
MYATT STATION OUTBOUND,GALLATIN PIKE,"(36.295411, -86.700358)",36.295411,-86.700358
HWY 70 S & PERCY WARNER BLVD EB,WEST END - BELLEVUE,"(36.096279, -86.87764)",36.096279,-86.87764
GREENLAND AVE & ADDINE ST EB,SCOTT,"(36.218183, -86.714996)",36.218183,-86.714996
TIMBER TRL & SHAKERTOWN RD NB,ANTIOCH EXPRESS,"(36.079297, -86.604496)",36.079297,-86.604496
TROUSDALE DR & TIMBER HILL DR SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.082794, -86.75813)",36.082794,-86.75813
JONES AVE & JONES CIR NB,McFERRIN,"(36.208884, -86.757078)",36.208884,-86.757078
ROWAN DR & BONTEMPS DR EB,WHITES CREEK,"(36.219552, -86.815121)",36.219552,-86.815121
DICKERSON PIKE & DUE WEST AVE NB,HICKORY HILLS,"(36.255893, -86.757847)",36.255893,-86.757847
MURFREESBORO PIKE & TRANSIT AVE WB,MURFREESBORO PIKE,"(36.140803, -86.738128)",36.140803,-86.738128
FRANKLIN PIKE & INVERNESS AVE NB,8TH AVENUE SOUTH,"(36.125078, -86.776593)",36.125078,-86.776593
DICKERSON PIKE & E TRINITY LN NB,DICKERSON ROAD,"(36.203912, -86.768965)",36.203912,-86.768965
LEBANON PIKE & BELINDA DR NB,LEBANON PIKE,"(36.204497, -86.614604)",36.204497,-86.614604
ELM HILL PIKE & AIR LANE DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.150263, -86.698039)",36.150263,-86.698039
BART DR & DARLENE DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.057323, -86.694515)",36.057323,-86.694515
23RD AVE / CENTENNIAL STATION OUTBOUND,CHARLOTTE,"(36.155939, -86.809465)",36.155939,-86.809465
AMERICAN STATION OUTBOUND,CHARLOTTE,"(36.145052, -86.872141)",36.145052,-86.872141
LAFAYETTE STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.150359, -86.76764)",36.150359,-86.76764
HERMAN ST & 24TH AVE N WB,HERMAN,"(36.162189, -86.81178)",36.162189,-86.81178
MURFREESBORO PIKE & WILHAGAN RD WB,MURFREESBORO PIKE,"(36.132712, -86.719557)",36.132712,-86.719557
EDMONDSON PIKE & HUNTINGTON PKWY NB,TUSCULUM - McMURRAY EXPRESS,"(36.052039, -86.743057)",36.052039,-86.743057
JEFFERSON ST & 21ST AVE N EB,UNIVERSITY CONNECTOR,"(36.169007, -86.809693)",36.169007,-86.809693
PICCADILLY ROW & PICCADILLY SAC NB,ANTIOCH EXPRESS,"(36.079057, -86.663835)",36.079057,-86.663835
MURPHY AVE & 21ST AVE N WB,MIDTOWN,"(36.155428, -86.804713)",36.155428,-86.804713
HILLSBORO PIKE & HOBBS RD SB,BELMONT,"(36.100989, -86.818813)",36.100989,-86.818813
WHITES CREEK PIKE & TONEY RD WB,WHITES CREEK,"(36.208556, -86.793926)",36.208556,-86.793926
MCGAVOCK PIKE & HUFFINE ST WB,SHELBY,"(36.204271, -86.729218)",36.204271,-86.729218
MURFREESBORO PIKE & VULTEE BLVD EB,MURFREESBORO PIKE,"(36.122391, -86.705848)",36.122391,-86.705848
GALLATIN PK & LAKEWOOD DR SB,GALLATIN PIKE,"(36.244889, -86.722357)",36.244889,-86.722357
MURFREESBORO PIKE & MORRIS GENTRY B,MURFREESBORO RELAX & RIDE,"(36.06743, -86.631419)",36.06743,-86.631419
BELL RD & MURFREESBORO PIKE NB,MURFREESBORO PIKE,"(36.070011, -86.636696)",36.070011,-86.636696
ANDREW JACKSON PKWY & TRENTON DR NB,LEBANON PIKE,"(36.213487, -86.597721)",36.213487,-86.597721
ACORN DR & MASSMAN DR NB,AIRPORT - DOWNTOWN HOTELS,"(36.154034, -86.701612)",36.154034,-86.701612
BELL RD & BROOK VIEW ESTATES DR EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.043935, -86.693474)",36.043935,-86.693474
HWY 70 S & BROOKMONT TR EB,WEST END - BELLEVUE,"(36.080354, -86.901045)",36.080354,-86.901045
WOODMONT BLVD & LEALAND LN EB,8TH AVENUE SOUTH,"(36.110934, -86.787781)",36.110934,-86.787781
JEFFERSON ST & 10TH AVE N WB,MUSIC CITY BLUE CIRCUIT,"(36.172525, -86.794592)",36.172525,-86.794592
WHITES CREEK PIKE & TONEY RD SB,WHITES CREEK,"(36.208485, -86.793982)",36.208485,-86.793982
ANNEX STATION OUTBOUND,CHARLOTTE,"(36.138948, -86.880902)",36.138948,-86.880902
ANNEX STATION INBOUND,CHARLOTTE,"(36.138535, -86.88113)",36.138535,-86.88113
WOODLAND ST & S 7TH ST WB,SCOTT,"(36.173615, -86.760189)",36.173615,-86.760189
GLASTONBURY RD & MASSMAN DR SB,THOMPSON CONNECTOR,"(36.133808, -86.702296)",36.133808,-86.702296
GRACE MANOR (OLD HICKORY BLVD & BRICK CHURCH PIKE) EB,HICKORY HILLS,"(36.27961, -86.780814)",36.27961,-86.780814
12TH AVE S & HORTON AVE SB,12TH AVENUE SOUTH,"(36.140043, -86.787626)",36.140043,-86.787626
NASHBORO BLVD & VILLAGE GREEN DR WB,ANTIOCH EXPRESS,"(36.089569, -86.633772)",36.089569,-86.633772
EWING DR & VISTA LN EB,GOLDEN VALLEY,"(36.23144, -86.795793)",36.23144,-86.795793
DR DB TODD BLVD & BUCHANAN ST NB,UNIVERSITY CONNECTOR,"(36.180007, -86.810953)",36.180007,-86.810953
HERMITAGE AVE & PEABODY ST WB,LEBANON PIKE,"(36.157392, -86.770331)",36.157392,-86.770331
EDWIN ST & LISCHEY AVE EB,MERIDIAN,"(36.204478, -86.763848)",36.204478,-86.763848
MCGAVOCK PIKE & STONES RIVER RD SB,OPRY MILLS,"(36.194317, -86.673155)",36.194317,-86.673155
SHELBY AVE & S 15TH ST WB,SHELBY,"(36.170646, -86.744695)",36.170646,-86.744695
BATAVIA ST & 31ST AVE N EB,HERMAN,"(36.160672, -86.822926)",36.160672,-86.822926
HERMITAGE AVE & DECATUR AVE WB,OLD HICKORY,"(36.153764, -86.754529)",36.153764,-86.754529
GREENWOOD AVE & MATTHEWS PL EB,SCOTT,"(36.18935, -86.736415)",36.18935,-86.736415
NEELY'S BEND RD & ARGLE AVE EB,MADISON CONNECTOR,"(36.256036, -86.713586)",36.256036,-86.713586
SCOTT AVE & OTAY ST NB,SCOTT,"(36.198812, -86.732044)",36.198812,-86.732044
21ST AVE S & WOODLAWN DR NB,HILLSBORO,"(36.125435, -86.805294)",36.125435,-86.805294
10TH AVE N & HERMAN ST NB,HERMAN,"(36.168831, -86.792339)",36.168831,-86.792339
LEBANON PIKE & HICKORY HILL LN SB,LEBANON PIKE,"(36.188494, -86.629154)",36.188494,-86.629154
EWING DR & EWING LN EB,DICKERSON ROAD,"(36.231074, -86.77692)",36.231074,-86.77692
LAFAYETTE ST & 4TH AVE S SB,MURFREESBORO PIKE,"(36.151606, -86.770837)",36.151606,-86.770837
STOKERS LN & TUCKER RD WB,BORDEAUX,"(36.210228, -86.823625)",36.210228,-86.823625
E THOMPSON LN & LAWNDALE NB,THOMPSON CONNECTOR,"(36.122521, -86.71746)",36.122521,-86.71746
VAILVIEW DR & BRICKDALE LN EB,DICKERSON ROAD,"(36.235422, -86.772989)",36.235422,-86.772989
8TH AVE S & ARCHER ST SB,8TH AVENUE SOUTH,"(36.145403, -86.779128)",36.145403,-86.779128
CLIFF DR & SMITH TOWERS NB,BORDEAUX,"(36.195962, -86.826163)",36.195962,-86.826163
OLD HICKORY BLVD &  RIDGELAKE PKWY NB,BELLEVUE EXPRESS,"(36.097264, -86.924773)",36.097264,-86.924773
MORTON STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.106507, -86.743024)",36.106507,-86.743024
10TH AVE S & KIRKWOOD AVE NB,12TH AVENUE SOUTH,"(36.120038, -86.787109)",36.120038,-86.787109
LEBANON PIKE & JUAREZ DR NB,LEBANON PIKE,"(36.19301, -86.62348)",36.19301,-86.62348
OLD HICKORYBLVD  & 4TH AVE EB,MADISON CONNECTOR,"(36.26279, -86.705695)",36.26279,-86.705695
FELLOWSHIP AT TWO RIVERS PARK-N-RIDE,OPRY MILLS,"(36.213571, -86.687943)",36.213571,-86.687943
8TH AVE S & OLYMPIC ST NB,8TH AVENUE SOUTH,"(36.143383, -86.778744)",36.143383,-86.778744
EWING DR & HILLHURST DR EB,DICKERSON ROAD,"(36.230145, -86.770902)",36.230145,-86.770902
26TH AVE & DOWLAN ST NB,UNIVERSITY CONNECTOR,"(36.188345, -86.818317)",36.188345,-86.818317
HERMITAGE AVE & DECATUR AVE WB,LEBANON PIKE,"(36.153648, -86.753553)",36.153648,-86.753553
BELL RD & MURFREESBORO PIKE SB,MURFREESBORO PIKE,"(36.070864, -86.636748)",36.070864,-86.636748
ACKLEN AVE & 10TH AVE S EB,12TH AVENUE SOUTH,"(36.133534, -86.785618)",36.133534,-86.785618
MOOREWOOD DR & CRISLYNNDALE DR NB,DICKERSON ROAD,"(36.236922, -86.773349)",36.236922,-86.773349
BRENTWOOD HIGHLANDS DR & NOLENSVILL,HICKORY HOLLOW-LENOX EXPRESS,"(36.035421, -86.713241)",36.035421,-86.713241
PREMIER DR & MERCOMATIC DR SB,CHARLOTTE,"(36.146686, -86.876861)",36.146686,-86.876861
BUENA VISTA PIKE & KINGS LN SB,WHITES CREEK,"(36.225337, -86.8226)",36.225337,-86.8226
THOMPSON PL & PATRICIA DR WB,THOMPSON CONNECTOR,"(36.127233, -86.70706)",36.127233,-86.70706
DIVISION ST & 9TH AVE S EB,BELMONT,"(36.149953, -86.780623)",36.149953,-86.780623
8TH AVE N & UNION ST NB,100 OAKS,"(36.162858, -86.784621)",36.162858,-86.784621
HAMILTON AVE & FORT NEGLEY BLVD EB,100 OAKS,"(36.139159, -86.77501)",36.139159,-86.77501
NOLENSVILLE PK & OLD HICKORY BLVD NB,HICKORY HOLLOW-LENOX EXPRESS,"(36.045262, -86.71312)",36.045262,-86.71312
WEST END AVE & CHEROKEE RD WB,WEST END - WHITE BRIDGE,"(36.130379, -86.837733)",36.130379,-86.837733
WEST END AVE & CRAIGHEAD AVE EB,WEST END - WHITE BRIDGE,"(36.133523, -86.828013)",36.133523,-86.828013
MURFREESBORO PIKE & FERGUS RD WB,SMYRNA - LA VERGNE EXPRESS,"(36.011107, -86.54452)",36.011107,-86.54452
N DICKERSON PIKE & CLEVELAND ST SB,WHITES CREEK,"(36.187966, -86.773355)",36.187966,-86.773355
RIVERGATE STATION OUTBOUND,GALLATIN PIKE,"(36.300827, -86.694508)",36.300827,-86.694508
17TH AVE S & HORTON AVE SB,BELMONT,"(36.139775, -86.795251)",36.139775,-86.795251
EDGE HILL AVE & 9TH AVE S WB,MIDTOWN,"(36.141977, -86.780898)",36.141977,-86.780898
11TH AVE & PORTER ST SB,12TH AVENUE SOUTH,"(36.157903, -86.786781)",36.157903,-86.786781
12TH AVE S & SOUTH ST SB,BELMONT,"(36.147571, -86.785719)",36.147571,-86.785719
DOUGLAS AVE & MONTGOMERY AVE WB,McFERRIN,"(36.193606, -86.755793)",36.193606,-86.755793
8TH AVE N & JEFFERSON ST NB,BORDEAUX,"(36.173643, -86.791458)",36.173643,-86.791458
12TH AVE S & S DOUGLAS AVE SB,12TH AVENUE SOUTH,"(36.130882, -86.788825)",36.130882,-86.788825
WHITE BRIDGE STATION INBOUND,WEST END - WHITE BRIDGE,"(36.150021, -86.858282)",36.150021,-86.858282
33 RD AVE N & ALBION ST SB,UNIVERSITY CONNECTOR,"(36.163296, -86.826057)",36.163296,-86.826057
PORTER RD & HAYDEN DR WB,SHELBY,"(36.195804, -86.714596)",36.195804,-86.714596
JONES AVE & CHEROKEE AVE SB,McFERRIN,"(36.20223, -86.758198)",36.20223,-86.758198
CHURCH ST & 20TH AVE N WB,CHARLOTTE,"(36.153524, -86.800747)",36.153524,-86.800747
E THOMPSON LN & BROWNING RD NB,THOMPSON CONNECTOR,"(36.120544, -86.717951)",36.120544,-86.717951
MONTGOMERY AVE & CHICKASAW AVE NB,McFERRIN,"(36.200213, -86.754253)",36.200213,-86.754253
LEBANON PIKE & MCGAVOCK PK WB,LEBANON PIKE,"(36.169353, -86.680458)",36.169353,-86.680458
MURFREESBORO PIKE & FESSLERS LN EB,MURFREESBORO PIKE,"(36.142803, -86.744655)",36.142803,-86.744655
BRICK CHURCH PIKE & RICHMOND HILL D,DICKERSON ROAD,"(36.235825, -86.781118)",36.235825,-86.781118
CLARKSVILLE PIKE & W. HAMILTON AVE,BORDEAUX,"(36.208641, -86.839573)",36.208641,-86.839573
ELYSIAN FIELDS STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.086226, -86.729653)",36.086226,-86.729653
JO JOHNSTON AVE & HENRY HALE PL EB,MIDTOWN,"(36.161714, -86.799034)",36.161714,-86.799034
39TH AVE N & ALAMEDA ST SB,HERMAN,"(36.163749, -86.833864)",36.163749,-86.833864
LEBANON PIKE & SPENCE LN EB,LEBANON PIKE,"(36.153217, -86.72465)",36.153217,-86.72465
11TH & LAUREL SB,MUSIC CITY GREEN CIRCUIT,"(36.153681, -86.78417)",36.153681,-86.78417
BAUGH RD & SHEFFIELD SQ WB,WEST END - BELLEVUE,"(36.069231, -86.936592)",36.069231,-86.936592
8TH AVE S & BRADFORD AVE SB,8TH AVENUE SOUTH,"(36.128913, -86.778188)",36.128913,-86.778188
UNA ANTIOCH PIKE & PEBBLE CREEK DR,ANTIOCH EXPRESS,"(36.074258, -86.663215)",36.074258,-86.663215
RICHARD JONES RD & HILLMONT DR WB,BELMONT,"(36.104638, -86.811418)",36.104638,-86.811418
BELMONT BLVD & FERGUSON AVE NB,BELMONT,"(36.11955, -86.795573)",36.11955,-86.795573
31ST AVE N & HEDRICK ST NB,UNIVERSITY CONNECTOR,"(36.144012, -86.816447)",36.144012,-86.816447
PORTER RD & FRANKLIN AVE NB,SHELBY,"(36.183464, -86.732503)",36.183464,-86.732503
WOODLAND ST & S 5TH ST EB,SHELBY,"(36.171678, -86.764955)",36.171678,-86.764955
20TH AVE N & HAYES ST NB,MIDTOWN,"(36.152186, -86.79984)",36.152186,-86.79984
N 16TH ST & STRATTON AVE SB,SHELBY,"(36.182324, -86.741177)",36.182324,-86.741177
1ST AVE & SHELBY PED BRIDGE SB,LEBANON PIKE,"(36.161491, -86.77392)",36.161491,-86.77392
REVELS DR & PAIGE CIR WB,WHITES CREEK,"(36.221251, -86.806119)",36.221251,-86.806119
BELMONT BLVD & ASHWOOD AVE NB,UNIVERSITY CONNECTOR,"(36.128917, -86.794958)",36.128917,-86.794958
SHELBY AVE & S 8TH ST WB,SHELBY,"(36.170033, -86.756138)",36.170033,-86.756138
16TH AVE S & HORTON AVE NB,BELMONT,"(36.140614, -86.793636)",36.140614,-86.793636
HARDING PL & TAMPA DR WB,NOLENSVILLE PK BRT LITE,"(36.08259, -86.711049)",36.08259,-86.711049
WHARF AVE & PERKINS ST NB,MIDTOWN,"(36.147292, -86.762695)",36.147292,-86.762695
